gene gene_id gene_type chromosome start_position end_position pLI gene_midpoint
ETV3 ENSG00000117036 protein_coding 1 157090983 157108266 0.97596 157099624.0
FCRL5 ENSG00000143297 protein_coding 1 157483167 157522310 4.6105e-17 157502738.0
FCRL4 ENSG00000163518 protein_coding 1 157543539 157567870 7.9109e-10 157555704.0
FCRL3 ENSG00000160856 protein_coding 1 157644111 157670647 5.9739e-21 157657379.0
FCRL2 ENSG00000132704 protein_coding 1 157715523 157746922 1.4548e-11 157731222.0
FCRL1 ENSG00000163534 protein_coding 1 157764193 157789895 3.9509e-06 157777044.0
CD5L ENSG00000073754 protein_coding 1 157800704 157868046 4.2296999999999996e-17 157834375.0
KIRREL ENSG00000183853 protein_coding 1 157963063 158070052 0.99855 158016557.0
CD1D ENSG00000158473 protein_coding 1 158149737 158154686 1.8805e-06 158152211.0
CD1A ENSG00000158477 protein_coding 1 158223927 158228059 4.1954e-24 158225993.0
CD1C ENSG00000158481 protein_coding 1 158259576 158263420 1.5963000000000002e-08 158261498.0
CD1B ENSG00000158485 protein_coding 1 158297741 158301321 5.3558e-11 158299531.0
CD1E ENSG00000158488 protein_coding 1 158323254 158327343 3.2556000000000002e-18 158325298.0
OR10Z1 ENSG00000198967 protein_coding 1 158576229 158577170 0.11093 158576699.0
SPTA1 ENSG00000163554 protein_coding 1 158580496 158656488 2.6001e-18 158618492.0
OR6K3 ENSG00000203757 protein_coding 1 158686958 158687953 0.092932 158687455.0
OR6K6 ENSG00000180433 protein_coding 1 158724510 158725681 0.00091859 158725095.0
OR6N1 ENSG00000197403 protein_coding 1 158735466 158736492 0.0001156 158735979.0
OR6N2 ENSG00000188340 protein_coding 1 158746472 158747425 0.0018194000000000003 158746948.0
MNDA ENSG00000163563 protein_coding 1 158801107 158819296 3.0917e-17 158810201.0
PYHIN1 ENSG00000163564 protein_coding 1 158900586 158946844 7.777100000000001e-10 158923715.0
IFI16 ENSG00000163565 protein_coding 1 158969758 159024945 1.7803e-11 158997351.0
AIM2 ENSG00000163568 protein_coding 1 159032274 159116886 2.1941999999999997e-09 159074580.0
CADM3 ENSG00000162706 protein_coding 1 159141399 159173103 0.93386 159157251.0
DARC ENSG00000213088 protein_coding 1 159173097 159176290 0.00021424 159174693.0
FCER1A ENSG00000179639 protein_coding 1 159259504 159278014 3.0826e-05 159268759.0
OR10J3 ENSG00000196266 protein_coding 1 159283460 159284449 0.00025309 159283954.0
OR10J1 ENSG00000196184 protein_coding 1 159409512 159410600 6.3754e-07 159410056.0
OR10J5 ENSG00000184155 protein_coding 1 159504793 159505842 0.027185 159505317.0
APCS ENSG00000132703 protein_coding 1 159557615 159558655 0.031714 159558135.0
CRP ENSG00000132693 protein_coding 1 159682079 159684379 0.0036969 159683229.0
DUSP23 ENSG00000158716 protein_coding 1 159750722 159752333 0.000666 159751527.0
FCRL6 ENSG00000181036 protein_coding 1 159770301 159786041 2.7809e-23 159778171.0
SLAMF8 ENSG00000158714 protein_coding 1 159796540 159807039 5.341e-06 159801789.0
C1orf204 ENSG00000188004 protein_coding 1 159804264 159825137 1.2952999999999999e-08 159814700.0
VSIG8 ENSG00000243284 protein_coding 1 159824106 159832447 0.00020192 159828276.0
CCDC19 ENSG00000213085 protein_coding 1 159842154 159869953 5.5416999999999996e-14 159856053.0
TAGLN2 ENSG00000158710 protein_coding 1 159887897 159895522 0.009354799999999998 159891709.0
IGSF9 ENSG00000085552 protein_coding 1 159896829 159915386 3.4386e-12 159906107.0
SLAMF9 ENSG00000162723 protein_coding 1 159921282 159924044 1.2302999999999999e-05 159922663.0
PIGM ENSG00000143315 protein_coding 1 159997462 160001783 5.3861000000000005e-05 159999622.0
KCNJ10 ENSG00000177807 protein_coding 1 160007257 160040038 0.1502 160023647.0
KCNJ9 ENSG00000162728 protein_coding 1 160051360 160060353 0.30133000000000004 160055856.0
IGSF8 ENSG00000162729 protein_coding 1 160061130 160068733 4.6328999999999995e-11 160064931.0
ATP1A2 ENSG00000018625 protein_coding 1 160085549 160113381 0.00018093 160099465.0
ATP1A4 ENSG00000132681 protein_coding 1 160121360 160156767 2.1395e-20 160139063.0
CASQ1 ENSG00000143318 protein_coding 1 160160285 160171676 3.857e-18 160165980.0
PEA15 ENSG00000162734 protein_coding 1 160175127 160185166 0.7921199999999999 160180146.0
DCAF8 ENSG00000132716 protein_coding 1 160185505 160254920 0.9996 160220212.0
PEX19 ENSG00000162735 protein_coding 1 160246602 160256138 0.0003188 160251370.0
COPA ENSG00000122218 protein_coding 1 160259063 160313190 1.0 160286126.0
NCSTN ENSG00000162736 protein_coding 1 160313062 160328742 0.9994200000000001 160320902.0
NHLH1 ENSG00000171786 protein_coding 1 160336857 160342638 0.25683 160339747.0
VANGL2 ENSG00000162738 protein_coding 1 160370376 160398468 0.84283 160384422.0
SLAMF6 ENSG00000162739 protein_coding 1 160454820 160493052 0.018712 160473936.0
CD84 ENSG00000066294 protein_coding 1 160510885 160549306 6.9101999999999996e-09 160530095.0
SLAMF1 ENSG00000117090 protein_coding 1 160577890 160617085 0.007036799999999999 160597487.0
CD48 ENSG00000117091 protein_coding 1 160648536 160681641 1.7302e-05 160665088.0
SLAMF7 ENSG00000026751 protein_coding 1 160709037 160724611 0.03635 160716824.0
LY9 ENSG00000122224 protein_coding 1 160765864 160798051 2.6039e-13 160781957.0
CD244 ENSG00000122223 protein_coding 1 160799950 160832692 0.057288 160816321.0
ITLN1 ENSG00000179914 protein_coding 1 160846329 160854960 3.4119e-06 160850644.0
ITLN2 ENSG00000158764 protein_coding 1 160914815 160924589 2.4462e-06 160919702.0
F11R ENSG00000158769 protein_coding 1 160965001 160991138 1.8487e-05 160978069.0
TSTD1 ENSG00000215845 protein_coding 1 161007421 161008780 0.38106999999999996 161008100.0
USF1 ENSG00000158773 protein_coding 1 161009041 161015767 0.023545 161012404.0
ARHGAP30 ENSG00000186517 protein_coding 1 161016736 161039760 0.9999 161028248.0
PVRL4 ENSG00000143217 protein_coding 1 161040785 161059389 0.8353 161050087.0
KLHDC9 ENSG00000162755 protein_coding 1 161068151 161070136 1.017e-09 161069143.0
PFDN2 ENSG00000143256 protein_coding 1 161070346 161087901 0.34970999999999997 161079123.0
NIT1 ENSG00000158793 protein_coding 1 161087876 161095235 8.9425e-07 161091555.0
DEDD ENSG00000158796 protein_coding 1 161090764 161102478 0.9591200000000001 161096621.0
UFC1 ENSG00000143222 protein_coding 1 161122566 161128646 0.0036155000000000002 161125606.0
USP21 ENSG00000143258 protein_coding 1 161129240 161135513 0.0026379000000000003 161132376.0
PPOX ENSG00000143224 protein_coding 1 161136200 161147803 0.02829 161142001.0
B4GALT3 ENSG00000158850 protein_coding 1 161141100 161147287 0.011393 161144193.0
ADAMTS4 ENSG00000158859 protein_coding 1 161154098 161168846 1.9500999999999998e-06 161161472.0
NDUFS2 ENSG00000158864 protein_coding 1 161166894 161184185 0.0014212 161175539.0
FCER1G ENSG00000158869 protein_coding 1 161185024 161190489 0.66327 161187756.0
APOA2 ENSG00000158874 protein_coding 1 161192082 161193421 0.0448 161192751.0
TOMM40L ENSG00000158882 protein_coding 1 161195793 161200408 0.66713 161198100.0
NR1I3 ENSG00000143257 protein_coding 1 161199456 161208092 3.5259e-08 161203774.0
PCP4L1 ENSG00000248485 protein_coding 1 161228517 161255240 0.05271699999999999 161241878.0
MPZ ENSG00000158887 protein_coding 1 161274525 161279762 0.27158000000000004 161277143.0
SDHC ENSG00000143252 protein_coding 1 161284047 161332984 0.00020065 161308515.0
FCGR2A ENSG00000143226 protein_coding 1 161475220 161493803 2.0054e-06 161484511.0
HSPA6 ENSG00000173110 protein_coding 1 161494036 161496681 6.8282e-06 161495358.0
FCGR3A ENSG00000203747 protein_coding 1 161511549 161600917 3.6955e-06 161556233.0
FCGR3B ENSG00000162747 protein_coding 1 161592986 161601753 3.0294e-07 161597369.0
FCGR2B ENSG00000072694 protein_coding 1 161551101 161648444 0.45637 161599772.0
FCRLA ENSG00000132185 protein_coding 1 161676762 161684142 2.4445e-09 161680452.0
FCRLB ENSG00000162746 protein_coding 1 161691353 161697933 2.51e-10 161694643.0
DUSP12 ENSG00000081721 protein_coding 1 161719548 161727028 0.00013856 161723288.0
ATF6 ENSG00000118217 protein_coding 1 161736084 161933860 3.2332999999999997e-07 161834972.0
OLFML2B ENSG00000162745 protein_coding 1 161952982 161993644 3.6491e-15 161973313.0
NOS1AP ENSG00000198929 protein_coding 1 162039564 162353321 0.61424 162196442.0
C1orf111 ENSG00000171722 protein_coding 1 162342993 162346660 1.7676000000000002e-10 162344826.0
C1orf226 ENSG00000239887 protein_coding 1 162336698 162356600 0.939 162346649.0
SH2D1B ENSG00000198574 protein_coding 1 162365056 162381928 0.013037 162373492.0
UHMK1 ENSG00000152332 protein_coding 1 162467041 162499419 0.83404 162483230.0
UAP1 ENSG00000117143 protein_coding 1 162531323 162569627 0.023389 162550475.0
DDR2 ENSG00000162733 protein_coding 1 162601163 162757190 0.5503 162679176.0
HSD17B7 ENSG00000132196 protein_coding 1 162760492 162782607 6.6475e-06 162771549.0
C1orf110 ENSG00000185860 protein_coding 1 162794248 162838605 0.004113899999999999 162816426.0
RGS4 ENSG00000117152 protein_coding 1 163038565 163046592 5.1409e-08 163042578.0
RGS5 ENSG00000143248 protein_coding 1 163080911 163291577 0.00053488 163186244.0
NUF2 ENSG00000143228 protein_coding 1 163236366 163325554 3.8169e-05 163280960.0
PBX1 ENSG00000185630 protein_coding 1 164524821 164868533 0.9952700000000001 164696677.0
LMX1A ENSG00000162761 protein_coding 1 165171104 165325952 0.9911399999999999 165248528.0
RXRG ENSG00000143171 protein_coding 1 165370159 165414433 0.42421000000000003 165392296.0
LRRC52 ENSG00000162763 protein_coding 1 165513244 165533198 7.3202e-06 165523221.0
MGST3 ENSG00000143198 protein_coding 1 165600098 165631033 0.00020347 165615565.0
ALDH9A1 ENSG00000143149 protein_coding 1 165631453 165668100 1.0995e-11 165649776.0
TMCO1 ENSG00000143183 protein_coding 1 165696032 165796992 9.41e-10 165746512.0
UCK2 ENSG00000143179 protein_coding 1 165796768 165880855 0.72131 165838811.0
FAM78B ENSG00000188859 protein_coding 1 166026674 166136206 0.31111 166081440.0
POGK ENSG00000143157 protein_coding 1 166808681 166825581 0.89187 166817131.0
TADA1 ENSG00000152382 protein_coding 1 166825747 166845564 0.09070800000000001 166835655.0
ILDR2 ENSG00000143195 protein_coding 1 166882443 166944719 0.95385 166913581.0
MAEL ENSG00000143194 protein_coding 1 166958346 166991451 0.0014038 166974898.0
GPA33 ENSG00000143167 protein_coding 1 167022073 167059868 3.5516000000000004e-06 167040970.0
DUSP27 ENSG00000198842 protein_coding 1 167063282 167098402 5.2331e-19 167080842.0
POU2F1 ENSG00000143190 protein_coding 1 167190066 167396582 0.9022899999999999 167293324.0
CD247 ENSG00000198821 protein_coding 1 167399877 167487847 0.016734 167443862.0
CREG1 ENSG00000143162 protein_coding 1 167498914 167523004 0.0012232 167510959.0
RCSD1 ENSG00000198771 protein_coding 1 167599330 167675486 0.036157 167637408.0
MPZL1 ENSG00000197965 protein_coding 1 167690429 167761156 0.15905 167725792.0
ADCY10 ENSG00000143199 protein_coding 1 167778625 167883453 7.3834e-41 167831039.0
MPC2 ENSG00000143158 protein_coding 1 167885967 167906278 0.63515 167896122.0
DCAF6 ENSG00000143164 protein_coding 1 167905021 168045081 0.086476 167975051.0
GPR161 ENSG00000143147 protein_coding 1 168053997 168106821 0.00034935 168080409.0
TIPRL ENSG00000143155 protein_coding 1 168148171 168169950 0.9537200000000001 168159060.0
SFT2D2 ENSG00000213064 protein_coding 1 168195176 168222263 0.011062 168208719.0
TBX19 ENSG00000143178 protein_coding 1 168250278 168283664 7.1102e-06 168266971.0
XCL2 ENSG00000143185 protein_coding 1 168510003 168513235 0.0090664 168511619.0
XCL1 ENSG00000143184 protein_coding 1 168545711 168551315 0.0012982 168548513.0
DPT ENSG00000143196 protein_coding 1 168664697 168698502 4.2743e-06 168681599.0
ATP1B1 ENSG00000143153 protein_coding 1 169074935 169101960 0.9988100000000001 169088447.0
NME7 ENSG00000143156 protein_coding 1 169101769 169337205 4.0454e-06 169219487.0
BLZF1 ENSG00000117475 protein_coding 1 169337208 169365778 5.087899999999999e-07 169351493.0
CCDC181 ENSG00000117477 protein_coding 1 169364108 169429907 1.9512000000000002e-10 169397007.0
SLC19A2 ENSG00000117479 protein_coding 1 169433147 169455241 0.00043398 169444194.0
F5 ENSG00000198734 protein_coding 1 169483404 169555826 5.919e-15 169519615.0
SELP ENSG00000174175 protein_coding 1 169558087 169599431 5.0448e-32 169578759.0
SELL ENSG00000188404 protein_coding 1 169659808 169680839 4.9624e-07 169670323.0
SELE ENSG00000007908 protein_coding 1 169691781 169733846 7.905800000000001e-10 169712813.0
C1orf112 ENSG00000000460 protein_coding 1 169631245 169823221 3.3523000000000004e-10 169727233.0
METTL18 ENSG00000171806 protein_coding 1 169761670 169764107 2.8026999999999998e-05 169762888.0
SCYL3 ENSG00000000457 protein_coding 1 169818772 169863408 0.28151 169841090.0
KIFAP3 ENSG00000075945 protein_coding 1 169890467 170054349 1.5803e-05 169972408.0
METTL11B ENSG00000203740 protein_coding 1 170115142 170136931 0.0044204 170126036.0
GORAB ENSG00000120370 protein_coding 1 170501270 170522587 6.6537e-06 170511928.0
PRRX1 ENSG00000116132 protein_coding 1 170631869 170708560 0.24291 170670214.0
MROH9 ENSG00000117501 protein_coding 1 170904612 171033906 5.0853e-16 170969259.0
FMO3 ENSG00000007933 protein_coding 1 171060018 171086959 6.5145e-16 171073488.0
FMO6P ENSG00000117507 protein_coding 1 171106879 171130707 1.2788e-05 171118793.0
FMO2 ENSG00000094963 protein_coding 1 171154347 171181822 3.143e-07 171168084.0
FMO1 ENSG00000010932 protein_coding 1 171217638 171255117 9.119799999999999e-11 171236377.0
FMO4 ENSG00000076258 protein_coding 1 171283347 171311223 1.0592000000000001e-10 171297285.0
PRRC2C ENSG00000117523 protein_coding 1 171454651 171562650 1.0 171508650.0
MYOC ENSG00000034971 protein_coding 1 171604557 171621823 7.633e-12 171613190.0
VAMP4 ENSG00000117533 protein_coding 1 171669300 171711387 0.14407 171690343.0
METTL13 ENSG00000010165 protein_coding 1 171750788 171783163 1.6253000000000002e-09 171766975.0
DNM3 ENSG00000197959 protein_coding 1 171810621 172387606 0.0024197 172099113.0
PIGC ENSG00000135845 protein_coding 1 172339329 172413230 0.0055065 172376279.0
C1orf105 ENSG00000180999 protein_coding 1 172389828 172437971 1.1007e-05 172413899.0
SUCO ENSG00000094975 protein_coding 1 172501489 172580971 0.97455 172541230.0
FASLG ENSG00000117560 protein_coding 1 172628154 172636014 0.18345 172632084.0
TNFSF18 ENSG00000120337 protein_coding 1 173009100 173020103 0.00019152 173014601.0
TNFSF4 ENSG00000117586 protein_coding 1 173152873 173176452 0.049378 173164662.0
PRDX6 ENSG00000117592 protein_coding 1 173446405 173457946 4.8237e-05 173452175.0
SLC9C2 ENSG00000162753 protein_coding 1 173469603 173572233 0.00019485 173520918.0
ANKRD45 ENSG00000183831 protein_coding 1 173578700 173639001 0.00058172 173608850.0
KLHL20 ENSG00000076321 protein_coding 1 173684080 173755840 0.0094141 173719960.0
CENPL ENSG00000120334 protein_coding 1 173768688 173793858 0.071221 173781273.0
DARS2 ENSG00000117593 protein_coding 1 173793641 173827684 9.7876e-13 173810662.0
ZBTB37 ENSG00000185278 protein_coding 1 173837220 173872687 0.9551700000000001 173854953.0
SERPINC1 ENSG00000117601 protein_coding 1 173872947 173886516 0.99892 173879731.0
RC3H1 ENSG00000135870 protein_coding 1 173900352 173991435 0.9930899999999999 173945893.0
GPR52 ENSG00000203737 protein_coding 1 174417212 174418683 0.009537700000000001 174417947.0
RABGAP1L ENSG00000152061 protein_coding 1 174128548 174964445 0.00010938 174546496.0
CACYBP ENSG00000116161 protein_coding 1 174968300 174980851 0.91984 174974575.0
MRPS14 ENSG00000120333 protein_coding 1 174979925 174992561 0.00016481 174986243.0
TNN ENSG00000120332 protein_coding 1 175036994 175117202 1.5729e-28 175077098.0
KIAA0040 ENSG00000235750 protein_coding 1 175126123 175162135 0.20102 175144129.0
TNR ENSG00000116147 protein_coding 1 175284330 175712906 0.52437 175498618.0
RFWD2 ENSG00000143207 protein_coding 1 175913967 176176629 0.9999399999999999 176045298.0
PAPPA2 ENSG00000116183 protein_coding 1 176432307 176814735 7.787899999999999e-08 176623521.0
ASTN1 ENSG00000152092 protein_coding 1 176826438 177134109 0.99998 176980273.0
BRINP2 ENSG00000198797 protein_coding 1 177140633 177251558 0.99936 177196095.0
SEC16B ENSG00000120341 protein_coding 1 177893091 177953438 2.0871e-25 177923264.0
RASAL2 ENSG00000075391 protein_coding 1 178062864 178448644 0.7964100000000001 178255754.0
TEX35 ENSG00000240021 protein_coding 1 178482212 178517734 9.433e-08 178499973.0
C1orf220 ENSG00000213057 protein_coding 1 178511887 178518024 0.23559000000000002 178514955.0
RALGPS2 ENSG00000116191 protein_coding 1 178694300 178889238 0.26225 178791769.0
ANGPTL1 ENSG00000116194 protein_coding 1 178818840 178840187 1.2103000000000002e-10 178829513.0
FAM20B ENSG00000116199 protein_coding 1 178994939 179045697 3.8916e-06 179020318.0
TOR3A ENSG00000186283 protein_coding 1 179050512 179067158 2.3045e-12 179058835.0
ABL2 ENSG00000143322 protein_coding 1 179068462 179198819 3.6365e-07 179133640.0
SOAT1 ENSG00000057252 protein_coding 1 179262925 179327815 7.362100000000001e-10 179295370.0
AXDND1 ENSG00000162779 protein_coding 1 179334855 179523870 4.3137e-26 179429362.0
NPHS2 ENSG00000116218 protein_coding 1 179519674 179545087 7.221800000000001e-09 179532380.0
TDRD5 ENSG00000162782 protein_coding 1 179560748 179660407 0.9724700000000001 179610577.0
FAM163A ENSG00000143340 protein_coding 1 179712298 179785333 0.1155 179748815.0
TOR1AIP2 ENSG00000169905 protein_coding 1 179809102 179846938 3.2484e-09 179828020.0
TOR1AIP1 ENSG00000143337 protein_coding 1 179851177 179894135 1.2719e-09 179872656.0
CEP350 ENSG00000135837 protein_coding 1 179923873 180084015 1.0 180003944.0
QSOX1 ENSG00000116260 protein_coding 1 180123969 180173165 2.5936e-05 180148567.0
LHX4 ENSG00000121454 protein_coding 1 180199421 180249380 0.017521000000000002 180224400.0
XPR1 ENSG00000143324 protein_coding 1 180601140 180859387 0.9999899999999999 180730263.0
KIAA1614 ENSG00000135835 protein_coding 1 180882290 180920750 1.1531e-15 180901520.0
STX6 ENSG00000135823 protein_coding 1 180941861 180992047 0.010265 180966954.0
MR1 ENSG00000153029 protein_coding 1 181003067 181031074 4.9023000000000005e-18 181017070.0
IER5 ENSG00000162783 protein_coding 1 181057638 181059977 0.86869 181058807.0
CACNA1E ENSG00000198216 protein_coding 1 181382238 181777219 1.0 181579728.0
ZNF648 ENSG00000179930 protein_coding 1 182023705 182030847 1.1993e-12 182027276.0
GLUL ENSG00000135821 protein_coding 1 182350839 182361341 0.9957 182356090.0
TEDDM1 ENSG00000203730 protein_coding 1 182367252 182369751 0.0022029 182368501.0
RGSL1 ENSG00000121446 protein_coding 1 182419256 182529734 2.0940999999999996e-11 182474495.0
